name_1,name_2,prediction,token_set_ratio,label,error
action apartment association,first coast apartment association,0.018882642,0.86,0.0,False
professed,proffesed,0.99969214,0.89,1.0,False
apparent,aparent,0.9977505,0.93,1.0,False
ecuatoriana,aaaction insurance,0.08239231,0.34,0.0,False
surprise,surprize,0.9972814,0.88,1.0,False
ophthalmic,opthalmic,0.99922544,0.95,1.0,False
scm corporation,mkk corporation,0.17326374,0.87,0.0,False
survived,survivied,0.9996168,0.94,1.0,False
recreational,recrational,0.9980079,0.96,1.0,False
guatemalan,guatamalan,0.9984008,0.9,1.0,False
higher,heigher,0.999776,0.92,1.0,False
arrangement,arrangment,0.9994541,0.95,1.0,False
canada,oakland acura,0.0010424238,0.42,0.0,False
ponds inc,ndp inc,0.008277099,0.75,0.0,False
edson caceres,edson norberto caceres,0.9994554,1.0,1.0,False
raychem corporation,marco corporation,0.05019105,0.79,0.0,False
government,govornment,0.99933076,0.9,1.0,False
international association of machinists and aerospace workers afl cio,international association of machinists and aerospace workers,0.9386994,1.0,1.0,False
completely,completelyl,0.7610525,0.95,1.0,False
responsible,responisble,0.9994113,0.91,1.0,False
allen west,adam hasner,0.6890397,0.19,0.0,True
accreditation,accrediation,0.99217427,0.96,1.0,False
applications,applicaitons,0.9974252,0.92,1.0,False
every time,everytime,0.9958867,0.95,1.0,False
roberto paredes,roberto paredes palacios,0.9854166,1.0,1.0,False
constantly,constanly,0.9992254,0.95,1.0,False
unrepentant,unrepetant,0.9980595,0.95,1.0,False
cox enterprises inc,orient express,0.0055105756,0.24,0.0,False
jane doe inc,jadon inc,0.10562929,0.67,0.0,False
north,noth,0.9998378,0.89,1.0,False
clark oil and refining corp,kern oil and refining co,0.006278578,0.8,0.0,False
westinghouse electric corp,westinghouse electric supply co,0.26053834,0.89,1.0,True
american ambulance association,marian alumni association,0.003112115,0.61,0.0,False
home builders association of new york,arroyo del oso mini warehouses inc,0.02176686,0.23,0.0,False
retaliated,retalitated,0.9989335,0.95,1.0,False
alcoa international,pala international inc,0.003757448,0.83,0.0,False
parker hannifin co,parker hannifin corp pa,0.6893074,0.91,1.0,False
home builders association of michigan,home builders association of salina,0.7172924,0.89,0.0,True
ferro corporation,defcon corporation,0.0020444288,0.8,0.0,False
jim matheson,jim vein,0.058150996,0.6,0.0,False
controversial,controvertial,0.9956053,0.92,1.0,False
tribune company,bruden company,0.0062088287,0.76,0.0,False
associated builders and contractors,associated builers contractors,0.88337624,0.92,1.0,False
specimen,speciman,0.9957499,0.88,1.0,False
finally,finaly,0.99978495,0.92,1.0,False
condition,condidtion,0.9947558,0.95,1.0,False
abandon,adbandon,0.99920976,0.93,1.0,False
fbi agents association,sc bail agents association,0.022843963,0.9,0.0,False
e i du pont de nemours and company,e i dupont de nemours and company,0.45244417,0.99,1.0,True
caterpillar,catepillar,0.98820907,0.95,1.0,False
educating voices,roebuck advertising co,0.32591277,0.42,0.0,False
manoeuvres,maneouvres,0.99683446,0.9,1.0,False
edison international,invesco international,0.054135405,0.83,0.0,False
alessandra a macedo,alessandra alaniz macedo,0.985149,0.94,1.0,False
center for constitutional jurisprudence,cmte for constitutional jurisprudence,0.4525146,0.95,1.0,True
sea hunt inc,southern care inc,0.00364013,0.48,0.0,False
apparent,apparant,0.9997809,0.88,1.0,False
refrigerator,refridgerator,0.9968417,0.96,1.0,False
tobacco,tabacco,0.8843388,0.86,1.0,False
mci communications inc,mclaughlin communications inc,0.051801275,0.9,0.0,False
colonies,collonies,0.9999257,0.94,1.0,False
madison project,jamison corp,0.03455909,0.37,0.0,False
oppression,opression,0.99888027,0.95,1.0,False
reuters group plc,us properties group llc,0.034358237,0.65,0.0,False
harassed,harrasses,0.76026464,0.82,1.0,False
emanate,eminate,0.99928445,0.86,1.0,False
united steelworkers,united steelworker,0.749347,0.97,1.0,False
baum co inc,abcom inc,0.018451113,0.7,0.0,False
incompatibility,incompatablity,0.9908813,0.9,1.0,False
carina ihlstrom,carina ihlstrom eriksson,0.99817026,1.0,1.0,False
categorized,catergorized,0.9992549,0.96,1.0,False
john yarmuth,john yarmouth,0.99907,0.96,1.0,False
milieu,mileu,0.99997663,0.91,1.0,False
joerg beringer,jorg beringer,0.9741572,0.96,1.0,False
pollution,polution,0.99983627,0.94,1.0,False
fass brothers inc,seba brothers farms inc,0.0076983315,0.85,0.0,False
caucuses,cacuses,0.9953749,0.93,1.0,False
fox broadcasting co,bott broadcasting co,0.1869921,0.88,0.0,False
ed royce,jay chen,0.18925594,0.38,0.0,False
alex doboli,alexa doboli,0.999035,0.96,1.0,False
census,cencus,0.9995021,0.83,1.0,False
generate,ganerate,0.99958503,0.88,1.0,False
examined,examinated,0.9866415,0.89,1.0,False
residing,reciding,0.97586745,0.88,1.0,False
attempting,atempting,0.9965618,0.95,1.0,False
refrigeration,refridgeration,0.9951377,0.96,1.0,False
probability,probalibity,0.99589616,0.82,1.0,False
cox enterprises inc,conte enterprises inc,0.13427934,0.9,0.0,False
lonely,lonley,0.9999941,0.83,1.0,False
already,aready,0.9991976,0.92,1.0,False
stolle corporation,kel glo corporation,0.00045469502,0.76,0.0,False
habsburg,habsbourg,0.9994716,0.94,1.0,False
medtronic inc,mcintire co,0.07899353,0.25,0.0,False
confidential,confidental,0.9922416,0.96,1.0,False
neel sundaresan,neelakantan sundaresan,0.9756792,0.81,1.0,False
beauty enterprises inc,beau enterprises inc,0.0063387174,0.95,0.0,False
national association of bond lawyers,national association of black owne,0.45018438,0.83,0.0,False
diminutive,dimunitive,0.9971338,0.8,1.0,False
philosophy,philosphy,0.9995304,0.95,1.0,False
oracle corp,alcove corp,0.00047627705,0.64,0.0,False
template,tempalte,0.98450345,0.88,1.0,False
dan gunter,daniel k gunter,0.99622977,0.8,1.0,False
cox enterprises inc,meycon enterprises inc,0.0026249292,0.88,0.0,False
sunrise terrace inc,branum enterprises inc,0.0015302468,0.49,0.0,False
associated builders and contractors,associated builder and contractors,0.88688856,0.99,1.0,False
sbc communications inc,cbeyond communications inc,0.00087787386,0.9,0.0,False
lived,lieved,0.99987316,0.91,1.0,False
commissioned,comissioned,0.999239,0.96,1.0,False
first national bank of altus,frost national bank,0.19018425,0.81,0.0,False
litton industries inc,styline industries inc,0.0024732985,0.84,0.0,False
knowledge,knowlege,0.99973947,0.94,1.0,False
amoco corp,masco corp,0.16509387,0.8,0.0,False
hedvig kjellstrom,hedvig sidenbladh,0.89973944,0.53,1.0,False
published,publisheed,0.99971664,0.95,1.0,False
utility workers union of america,utility workers union of america local 283,0.9396515,1.0,1.0,False
stringent,stingent,0.9993729,0.94,1.0,False
prod inc,drop in,0.0037465151,0.27,0.0,False
sea land service,aunalea services,0.0002821917,0.69,0.0,False
corresponding,correponding,0.98458195,0.96,1.0,False
mike rogers,martha roby,0.2779593,0.36,0.0,False
nebraska state education association,state education association,0.0036454205,1.0,0.0,False
cigna corporation,hygenic corporation,0.004375626,0.79,0.0,False
arvin industries inc,martin industries inc,0.001208674,0.93,0.0,False
facilitates,faciliates,0.99785596,0.95,1.0,False
patricia c arocena,patricia rodriguez gianolli,0.8645805,0.62,1.0,False
sensitive,senstive,0.99921954,0.94,1.0,False
earthrights international,airtech international,0.037505846,0.78,0.0,False
marex international inc,power international inc,0.001880082,0.85,0.0,False
landmark communications inc,agd communications inc,0.00036211454,0.9,0.0,False
rural education association,fairbury education association,0.0018548983,0.88,0.0,False
slowly,slowy,0.999967,0.91,1.0,False
t z kalamboukis,theodore kalamboukis,0.99673164,0.85,1.0,False
transportation intermediaries association,transportation intermediaries assn tiapac,0.8997397,0.85,1.0,False
bmc industries inc,cic industries,0.012206143,0.88,0.0,False
humorous,humurous,0.99995357,0.88,1.0,False
frontier,froniter,0.99988854,0.88,1.0,False
landmarks holding co,landmark ins co,0.89001197,0.8,0.0,True
disastrous,disatrous,0.99919075,0.95,1.0,False
headquarters,headquaters,0.99872315,0.96,1.0,False
heirs inc,res inc,0.052617278,0.75,0.0,False
existence,existance,0.9998753,0.89,1.0,False
dryas,dyas,0.9999211,0.89,1.0,False
relevance,relevence,0.99962056,0.89,1.0,False
e i du pont de nemours co,dupont de nemours co,0.41432348,0.89,1.0,True
jan schakowsky,janice schakowsky,0.9974449,0.9,1.0,False
key club international,club international llc,0.036251396,0.9,0.0,False
franciscans,fransiscans,0.99692,0.91,1.0,False
idaho education association,caledonia education association,0.002044169,0.88,0.0,False
response,responce,0.91659564,0.88,1.0,False
virginia farm bureau federation,virginia farm bureau federation and agpac,0.85826874,1.0,1.0,False
roberto asin,roberto javier asin acha,0.9873607,1.0,1.0,False
applied,aplied,0.9998408,0.92,1.0,False
sepracor inc,pharmasource inc,0.23802681,0.43,0.0,False
ingredients,ingreediants,0.99731135,0.87,1.0,False
westlake transportation inc,best transportation inc,5.7708807e-05,0.88,0.0,False
phenomenon,phenomonon,0.89759856,0.9,1.0,False
focal communications,as communications llc,0.045306183,0.82,0.0,False
eventually,eventially,0.9992137,0.9,1.0,False
healthcare leadership council,beach leadership council,0.0024577677,0.86,0.0,False
irrelevant,irelevent,0.9661527,0.84,1.0,False
avi chai foundation,david l head foundation inc,0.017433703,0.7,0.0,False
dreyfus corporation,uromed corporation,0.010088624,0.76,0.0,False
stb enterprises inc,hebert enterprises inc,8.179568e-05,0.88,0.0,False
abro industries inc,b p industries inc,0.042761073,0.88,0.0,False
csx corporation,crt corporation,0.6823127,0.87,0.0,True
suffolk county bar association,the sc association of premium services companies inc,0.0142627945,0.54,0.0,False
northern natural gas company,northern natural gas co,0.71638554,0.93,1.0,False
foretelling,fortelling,0.9994721,0.95,1.0,False
gene green,max martin,0.4970406,0.2,0.0,False
clinically,clinicaly,0.9984194,0.95,1.0,False
contributed,contibuted,0.9997275,0.95,1.0,False
stb enterprises inc,vision enterprises c,0.020342737,0.77,0.0,False
further,futher,0.999983,0.92,1.0,False
envitex realty corp,tenuil realty corp,0.016759083,0.81,0.0,False
levitated,levetated,0.9997475,0.89,1.0,False
recommends,recomends,0.9966389,0.95,1.0,False
transocean inc,arcos inc,4.976925e-06,0.52,0.0,False
algorithm,algoritm,0.9798884,0.94,1.0,False
florida psychological association,psychological association,0.020362347,1.0,0.0,False
detrimental,detremental,0.9969788,0.91,1.0,False
environmentalist,enviornmentalist,0.88975006,0.94,1.0,False
telecable corp,cable rep,7.436728e-05,0.43,0.0,False
heartland institute,heartland industries,0.24832916,0.82,0.0,False
reconciliation,reconcilation,0.99076915,0.96,1.0,False
red lake band of chippewa indians,soboba band of mission indians,0.07870992,0.67,0.0,False
hamid mahmoodi,hamid mahmoodi meimand,0.99929523,1.0,1.0,False
happen,hapen,0.99980396,0.91,1.0,False
inauguration,inaguration,0.983803,0.96,1.0,False
american cement corporation,american management corporatio,0.16288519,0.7,0.0,False
manifestations,manisfestations,0.98980707,0.97,1.0,False
suppress,surpress,0.9998699,0.88,1.0,False
reference,rference,0.9996749,0.94,1.0,False
ensco international inc,macco international inc,0.00053234375,0.87,0.0,False
communications task force,ceo communications,0.06653477,0.88,1.0,True
ford motor co,foster motor co,0.9668007,0.86,0.0,True
suffrage,sufferage,0.99985594,0.94,1.0,False
puerto ricans,puertorricans,0.99256784,0.92,1.0,False
yih farn chen,yih farn robin chen,0.9978646,1.0,1.0,False
rolling start inc,rolling trails inc,0.091671914,0.79,0.0,False
consumers union,usleman construction,0.062258393,0.46,0.0,False
amoco corp,mocon corp,0.22190754,0.9,0.0,False
giulio,guilio,0.9999967,0.83,1.0,False
phoenix republic,pioneer club,0.15609246,0.21,0.0,False
filofax incorporated,airflex corporation,0.014924475,0.62,0.0,False
northrop grumman corp,northrup grumman corporation,0.5348801,0.82,1.0,False
clarion corp of america,reciprocal of america,0.021562051,0.65,0.0,False
estimated,esitmated,0.9996549,0.89,1.0,False
arkansas bankers association,arkansas brewers association,0.1180348,0.89,0.0,False
characterized,charaterized,0.99816656,0.96,1.0,False
warriors,warrriors,0.9965954,0.94,1.0,False
immigrant and refugee rights project,vom saal walter,0.0018522623,0.16,0.0,False
unsubstantiated,unsubstanciated,0.98341256,0.93,1.0,False
omega communications inc,mga communications,0.09223688,0.88,0.0,False
compromise,comprimise,0.9980707,0.9,1.0,False
official,offical,0.99722475,0.93,1.0,False
premark international inc,hrk international inc,0.00038677937,0.89,0.0,False
entrusted,intrusted,0.99948394,0.89,1.0,False
william delahunt,william keating,0.25754234,0.71,0.0,False
between,vetween,0.6900011,0.86,1.0,False
oregon education association,new york education association,0.0050404975,0.86,0.0,False
national apartment association,san antonio apartment association,0.027390039,0.86,0.0,False
georgia alliance of community hospitals inc,georgia allliance of comm hospitals inc,0.82748866,0.93,1.0,False
author,autor,0.9999931,0.91,1.0,False
ceremonious,cerimonious,0.9976622,0.91,1.0,False
definitely,definately,0.99923396,0.9,1.0,False
laid,layed,0.997445,0.67,1.0,False
weil gotshal manges,weil gotshal manges,0.9141136,1.0,1.0,False
amir reza saffari azar alamdari,amir saffari,0.85571855,1.0,1.0,False
article,artical,0.9998424,0.86,1.0,False
correctors,correcters,0.9955514,0.9,1.0,False
amgen corporation,gna corportation,0.008410774,0.67,0.0,False
doctrines,docrines,0.9940041,0.94,1.0,False
fulfilled,fulfiled,0.9998876,0.94,1.0,False
include,includ,0.99239755,0.92,1.0,False
sentinel star co,siems rental co,0.7721394,0.58,0.0,True
belligerent,belligerant,0.99922764,0.91,1.0,False
carlisle adams,carlisle m adams,0.99494857,1.0,1.0,False
perverse,preverse,0.9954439,0.88,1.0,False
symmetry,symetry,0.9999366,0.93,1.0,False
california state employees association,california state employee association mac,0.91816986,0.94,1.0,False
teamsters local no 2040,teamsters local no 287,0.18117957,0.9,0.0,False
sponsored,sponsered,0.9995397,0.89,1.0,False
ron kind,tony kurtz,0.019042373,0.44,0.0,False
free speech coalition inc,free speech coalition inc,0.2392684,1.0,1.0,True
jim gerlach,joe rooney,0.13493714,0.19,0.0,False
compiler,complier,0.9998896,0.88,1.0,False
npr inc,lexen group inc,4.6648103e-05,0.6,0.0,False
executed,exectued,0.99987906,0.88,1.0,False
family first,swift family trust,0.14088206,0.73,0.0,False
a guenoche,alain guenoche,0.9946322,0.89,1.0,False
optimizations,optmizations,0.9969809,0.96,1.0,False
longitudinal,longitudonal,0.9859692,0.92,1.0,False
palestinian,palistinian,0.99587923,0.91,1.0,False
necessarily,nessasarily,0.92008865,0.82,1.0,False
imitating,immitating,0.99828357,0.95,1.0,False
significant,signficant,0.9989133,0.95,1.0,False
safe streets alliance,real estate license,0.08064463,0.1,0.0,False
rj reynolds tobacco co,rjreynolds tobacco co,0.70287156,0.88,1.0,False
fluorine,flourine,0.99666846,0.88,1.0,False
american civil liberties union,maine civil liberties union,0.016794054,0.88,0.0,False
cpc international inc,cyracom international inc,0.033844735,0.89,0.0,False
embarrassing,embarrasing,0.9975833,0.96,1.0,False
monotypic,montypic,0.99986523,0.94,1.0,False
hon industries inc,mohican industries sa,0.0072093545,0.72,0.0,False
agriculture,agricuture,0.9996352,0.95,1.0,False
telecommunications association,virginia telecommunications association,0.025632003,1.0,0.0,False
rohr industries inc,cobra industries inc,7.446562e-06,0.85,0.0,False
demeanor,damenor,0.96769476,0.8,1.0,False
janice hahn,henry waxman,0.24623193,0.35,0.0,False
everything,everyting,0.997796,0.95,1.0,False
felix c freiling,felix c gartner,0.5200216,0.65,1.0,False
citibank,citi bank,0.9992448,0.47,1.0,False
mark s critz,mark critz,0.99776024,1.0,1.0,False
united press international inc,fitness international inc,0.00013399233,0.81,0.0,False
